Publication Type,Authors,Book Authors,Book Editors,Book Group Authors,Author Full Names,Book Author Full Names,Group Authors,Article Title,Source Title,Book Series Title,Book Series Subtitle,Language,Document Type,Conference Title,Conference Date,Conference Location,Conference Sponsor,Conference Host,Author Keywords,Keywords Plus,Abstract,Addresses,Affiliations,Reprint Addresses,Email Addresses,Researcher Ids,ORCIDs,Funding Orgs,Funding Name Preferred,Funding Text,Cited References,Cited Reference Count,"Times Cited, WoS Core","Times Cited, All Databases",180 Day Usage Count,Since 2013 Usage Count,Publisher,Publisher City,Publisher Address,ISSN,eISSN,ISBN,Journal Abbreviation,Journal ISO Abbreviation,Publication Date,Publication Year,Volume,Issue,Part Number,Supplement,Special Issue,Meeting Abstract,Start Page,End Page,Article Number,DOI,DOI Link,Book DOI,Early Access Date,Number of Pages,WoS Categories,Web of Science Index,Research Areas,IDS Number,Pubmed Id,Open Access Designations,Highly Cited Status,Hot Paper Status,Date of Export,UT (Unique WOS ID),Web of Science Record
C,"Zhou, XX; Hu, F; Xu, B",,,WBM ORG COMM,"Zhou, Xixi; Hu, Feng; Xu, Bin",,,Research on the Development and Countermeasures of Campus E-service,"CONFERENCE ON WEB BASED BUSINESS MANAGEMENT, VOLS 1-2",,,Chinese,Proceedings Paper,1st Confeence on Web Based Business Management,"SEP 24-25, 2010","Chengdu, PEOPLES R CHINA","Zhejiang Univ,Wuhan Univ,James Madison Univ,Sci Res Publishing",,Campus; E-service; Third-party; Extension,,"With the expanding campus scale and the increasing number of college students, campus services is gradually developing into an industry. Our campus e-services is still in its infancy so that both quality and quantity can not meet the needs of the campus community. This paper research on the campus e-service applications,analyze the existing problems, put forward constructive solutions and have discussed the operation of third-party e-services program.","[Zhou, Xixi; Hu, Feng; Xu, Bin] Zhejiang Normal Univ, Jinhua 321004, Peoples R China",Zhejiang Normal University,,hufeng@zjnu.cn,,,,,,,6,1,1,0,1,"SCI RES PUBL, INC-SRP",IRVIN,"5005 PASEO SEGOVIA, IRVIN, CA 92603-3334 USA",,,978-1-935068-18-1,,,,2010,,,,,,,694,698,,,,,,5,"Business; Computer Science, Information Systems; Computer Science, Theory & Methods; Economics; Management; Operations Research & Management Science",Conference Proceedings Citation Index - Science (CPCI-S); Conference Proceedings Citation Index - Social Science & Humanities (CPCI-SSH),Business & Economics; Computer Science; Operations Research & Management Science,BUL01,,,,,2024-03-09,WOS:000289700200161,0
C,"Zhuang, J; Zhang, QS",,,WBM ORG COMM,"Zhuang, Jian; Zhang, Qiusheng",,,Research on the Effect of Corporate Layer Setting in M&A on the Ultimate Controlling Shareholder's Financing Capabilities,"CONFERENCE ON WEB BASED BUSINESS MANAGEMENT, VOLS 1-2",,,Chinese,Proceedings Paper,1st Confeence on Web Based Business Management,"SEP 24-25, 2010","Chengdu, PEOPLES R CHINA","Zhejiang Univ,Wuhan Univ,James Madison Univ,Sci Res Publishing",,M & A; Corporate Layer; Ultimate Controlling Shareholder; Financing Capabilities,,"In China's M&A markets, it is very common to use complex layer structure to participate in M&A especially in a private enterprise. The conclusion of normative research shows that it is relevant with the private enterprise financing needs. This paper analyzes the effect of corporate layer setting in M&A on the ultimate controlling shareholder's financing capabilities, and the risk with the extension of the layers.","[Zhuang, Jian; Zhang, Qiusheng] Beijing Jiaotong Univ, Sch Econ & Management, Beijing, Peoples R China",Beijing Jiaotong University,,zhuangjian256@126.com; qszhang@bjtu.edu.cn,"wang, yu/IUQ-6654-2023",,,,,,11,0,0,0,3,"SCI RES PUBL, INC-SRP",IRVIN,"5005 PASEO SEGOVIA, IRVIN, CA 92603-3334 USA",,,978-1-935068-18-1,,,,2010,,,,,,,1017,1020,,,,,,4,"Business; Computer Science, Information Systems; Computer Science, Theory & Methods; Economics; Management; Operations Research & Management Science",Conference Proceedings Citation Index - Science (CPCI-S); Conference Proceedings Citation Index - Social Science & Humanities (CPCI-SSH),Business & Economics; Computer Science; Operations Research & Management Science,BUL01,,,,,2024-03-09,WOS:000289700200233,0
C,"Weng, TS",,"Mastorakis, NE; Croitoru, A; Balas, VE; Son, E; Mladenov, V",,"Weng, Ting-Sheng",,,Using Information Technology on Customer Relationship Management,MICBE '09: PROCEEDINGS OF THE 10TH WSEAS INTERNATIONAL CONFERENCE ON MATHEMATICS AND COMPUTERS IN BUSINESS AND ECONOMICS,Recent Advances in Computer Engineering,,English,Proceedings Paper,10th WSEAS International Conference on Mathematics and Computers in Business and Economics,"MAR 23-25, 2009","Prague, CZECH REPUBLIC",WSEAS,,IT; CRM; Data Visualization; Data Analysis; Local,,"The hotel industry takes the quality of services as its priority. How to control customers' habits of livelihood, dining, and activities is the key to provide high quality services. Therefore, data collection of customers is indispensable for promoting customer relationship. Establishing a good customer relationship is a focus in enterprise management, however, this principle has altered its manner along with the coming of E-Commerce. In the past, the customer relationship was built based on long term and direct business interactions. The relationship between hotels and customers now connects through the internet, which changes traditional business patterns as interactions between hotel and customer become increasingly frequent and leads to difficulties integrating information. For example, the system of room reservations cannot progress synchronously with the system of habitations. The first line attendants are unable to know customers' information and this drawback decreases the quality of service. We will supply hotels a new system in order to deal with this trend, and its new challenges. The new platform will combine exterior website and interior hotel management systems to provide complete and effective information and service. In terms of customers' benefits, our new system will offer abundant, relevant hotel information, such as facility introductions, but also integrate with reservations for rooms, restaurants, and conference centers. In other words, it helps customers to access services much easier. Concerning hotel preferences, RFID room cards transfer customers' consumption habits to our system, which will statistically analyze the data, predict customers' needs, and simultaneously provide first line attendants this reference. In this way, the attendants can know the customers' preferences and offer satisfactory service. The hotel's administrators will also instantly obtain hotel's operational conditions, such as the frequency of facility employments or reports of restaurant revenues. The purpose of this system intends to narrow the distance between the customer and hotel operators. By utilizing this system to statistically analyze information and design individual services, customers will experience thoughtful considerations from the hotel. This strategy will further raise the costumers' values, build up a solid customer loyalty, and eventually promote the hotel's market competitively.","[Weng, Ting-Sheng] Natl Chiayi Univ, Dept Management Informat Syst, Chiayi 600, Taiwan",National Chiayi University,"Weng, TS (通讯作者)，Natl Chiayi Univ, Dept Management Informat Syst, Chiayi 600, Taiwan.",politeweng@mail.ncyu.edu.tw,,,,,,,8,0,1,0,12,WORLD SCIENTIFIC AND ENGINEERING ACAD AND SOC,ATHENS,"AG LOANNOU THEOLOGOU 17-23, 15773 ZOGRAPHOU, ATHENS, GREECE",1790-5109,,978-960-474-063-5,REC ADV COMPUT ENG,,,2009,,,,,,,271,+,,,,,,2,"Business; Computer Science, Artificial Intelligence; Computer Science, Information Systems; Computer Science, Theory & Methods; Economics; Management",Conference Proceedings Citation Index - Science (CPCI-S); Conference Proceedings Citation Index - Social Science & Humanities (CPCI-SSH),Business & Economics; Computer Science,BJF13,,,,,2024-03-09,WOS:000265381900046,0
C,"Chen, LL",,,WBM ORG COMM,"Chen, Lili",,,On the Public Participation Mechanisms in Environmental Disaster Risk Management,"CONFERENCE ON WEB BASED BUSINESS MANAGEMENT, VOLS 1-2",,,Chinese,Proceedings Paper,1st Confeence on Web Based Business Management,"SEP 24-25, 2010","Chengdu, PEOPLES R CHINA","Zhejiang Univ,Wuhan Univ,James Madison Univ,Sci Res Publishing",,Environmental hazards; Risk management; Public participation,,"Public participation in environmental disaster risk management helps to enhance self-rescue capability, solve the failure of government in environmental disaster risk management and ensure the public interest orientation of environmental disaster risk management. There are still many deficiencies of public participation in current environment disaster risk management, such as low levels of the organization, weak awareness of public participation, less able to participate and so on. To promote active public participation in government crisis management, we must establish and improve relevant expression mechanism, information disclosure protection mechanism, consultative oversight mechanisms, risk education incentives mechanism, and government, the media and the public co-operation mechanism.","[Chen, Lili] Zhejiang Ocean Univ, Sch Management, Zhou Shan, Zhejiang, Peoples R China",Zhejiang Ocean University,,13567668961@163.com,"chen, lijuan/HSE-1019-2023",,,,,,7,0,0,1,4,"SCI RES PUBL, INC-SRP",IRVIN,"5005 PASEO SEGOVIA, IRVIN, CA 92603-3334 USA",,,978-1-935068-18-1,,,,2010,,,,,,,557,560,,,,,,4,"Business; Computer Science, Information Systems; Computer Science, Theory & Methods; Economics; Management; Operations Research & Management Science",Conference Proceedings Citation Index - Science (CPCI-S); Conference Proceedings Citation Index - Social Science & Humanities (CPCI-SSH),Business & Economics; Computer Science; Operations Research & Management Science,BUL01,,,,,2024-03-09,WOS:000289700200129,0
C,"Fu, CL; Tao, SZ",,,WBM ORG COMM,"Fu, CuiLian; Tao, SongZhu",,,Women Human Resource Development and Management in Building the New Countryside Construction,"CONFERENCE ON WEB BASED BUSINESS MANAGEMENT, VOLS 1-2",,,Chinese,Proceedings Paper,1st Conference on Web Based Business Management,"SEP 24-25, 2010","Chengdu, PEOPLES R CHINA","Zhejiang Univ,Wuhan Univ,James Madison Univ,Sci Res Publishing",,new countryside construction; rural women; human resources development,,"Rural women are involved in an important force in new countryside construction, and the main participant of grassroots democracy participate and in management of social affairs in rural areas. But village women human resources in terms of overall quality of the development trend, are not meet the requirements of new countryside construction. In this paper, the research object is to promote the development and utilization about the countryside women's human resources. It propose by the corresponding level, such as from the women themselves, the government and human resources, women's federations at various levels and means for supporting a specific operational measures, and to promote the rural women's human resources development, and further accelerate the current pace of in building the new new countryside construction.","[Fu, CuiLian] Zhejiang Ocean Univ, Sch Management, Zhoushan, Peoples R China; [Tao, SongZhu] Womens Federat Zhoushan, Zhoushan, Peoples R China",Zhejiang Ocean University,"Fu, CL (通讯作者)，Zhejiang Ocean Univ, Sch Management, Zhoushan, Peoples R China.",fucuilianer@163.com; fltsz@163.com,,,,,,,6,0,0,0,0,"SCI RES PUBL, INC-SRP",IRVIN,"5005 PASEO SEGOVIA, IRVIN, CA 92603-3334 USA",,,978-1-935068-18-1,,,,2010,,,,,,,295,+,,,,,,2,"Business; Computer Science, Information Systems; Computer Science, Theory & Methods; Economics; Management; Operations Research & Management Science",Conference Proceedings Citation Index - Science (CPCI-S); Conference Proceedings Citation Index - Social Science & Humanities (CPCI-SSH),Business & Economics; Computer Science; Operations Research & Management Science,BUL01,,,,,2024-03-09,WOS:000289700200070,0
C,"Guo, ZG; Zhang, N",,,WBM ORG COMM,"Guo, Zhiguang; Zhang, Na",,,Research on the Construction and Application Strategy of E-commerce Credit Mechanisms,"CONFERENCE ON WEB BASED BUSINESS MANAGEMENT, VOLS 1-2",,,Chinese,Proceedings Paper,1st Confeence on Web Based Business Management,"SEP 24-25, 2010","Chengdu, PEOPLES R CHINA","Zhejiang Univ,Wuhan Univ,James Madison Univ,Sci Res Publishing",,e-commerce; credit mechanisms; strategy,,"With the rapid economic development of e-commerce, the defects of credit mechanisms in our country restrict the continued and healthy development of e-commerce. On the basis of research on the definition and construction of credit mechanisms, this article analyses the application situation of credit mechanisms in our country from the three dimensions including formal rules, informal rules and implementing mechanisms. As thus, this article puts forward a development framework of e-commerce credit mechanisms, and then elaborates the definitions and application measures about the components of the framework.","[Guo, Zhiguang; Zhang, Na] Beijing Jiaotong Univ, Sch Econ & Management, Beijing, Peoples R China",Beijing Jiaotong University,,guozhiguang@vip.sina.com; zhangna@bjtu.edu.cn,,,,,,,4,0,0,0,0,"SCI RES PUBL, INC-SRP",IRVIN,"5005 PASEO SEGOVIA, IRVIN, CA 92603-3334 USA",,,978-1-935068-18-1,,,,2010,,,,,,,636,639,,,,,,4,"Business; Computer Science, Information Systems; Computer Science, Theory & Methods; Economics; Management; Operations Research & Management Science",Conference Proceedings Citation Index - Science (CPCI-S); Conference Proceedings Citation Index - Social Science & Humanities (CPCI-SSH),Business & Economics; Computer Science; Operations Research & Management Science,BUL01,,,,,2024-03-09,WOS:000289700200147,0
C,"Ma, SY; An, S",,,WBM ORG COMM,"Ma, Shiyong; An, Shi",,,Grey Incidence Analysis of Influencing Factors on Urban Traffic Congestion,"CONFERENCE ON WEB BASED BUSINESS MANAGEMENT, VOLS 1-2",,,Chinese,Proceedings Paper,1st Confeence on Web Based Business Management,"SEP 24-25, 2010","Chengdu, PEOPLES R CHINA","Zhejiang Univ,Wuhan Univ,James Madison Univ,Sci Res Publishing",,urban transportation; influencing factors; degree of grey incidence,,"As the Chinese economy grows rapidly for the past few decades, the traffic congestion problem becomes more and more serious. How to take advantages of the current transportation resources and evaluate their working efficiency is a crucial task facing us, which needs to be solved promptly. This article uses on the grey relational theory to analyze the various factors affecting traffic conditions and to rank these factors by the severity and the order of their impacts, the various input and output factors which have influences on transportation efficiency can be quantified and analyzed, to help us find the best solutions to the traffic congestion issue.","[Ma, Shiyong; An, Shi] Harbin Inst Technol, Harbin 150002, Peoples R China",Harbin Institute of Technology,,mashiyong1009@126.com,,,,,,,3,0,0,0,1,"SCI RES PUBL, INC-SRP",IRVIN,"5005 PASEO SEGOVIA, IRVIN, CA 92603-3334 USA",,,978-1-935068-18-1,,,,2010,,,,,,,1245,1248,,,,,,4,"Business; Computer Science, Information Systems; Computer Science, Theory & Methods; Economics; Management; Operations Research & Management Science",Conference Proceedings Citation Index - Science (CPCI-S); Conference Proceedings Citation Index - Social Science & Humanities (CPCI-SSH),Business & Economics; Computer Science; Operations Research & Management Science,BUL01,,,,,2024-03-09,WOS:000289700200285,0
C,"Pan, J; Yi, M",,,WBM ORG COMM,"Pan, Jing; Yi, Ming",,,Study on Enhancing E-satisfaction through Web Functionalities across the Customer Service Life Cycle in E-commerce Environment,"CONFERENCE ON WEB BASED BUSINESS MANAGEMENT, VOLS 1-2",,,English,Proceedings Paper,1st Conference on Web Based Business Management,"SEP 24-25, 2010","Chengdu, PEOPLES R CHINA","Zhejiang Univ,Wuhan Univ,James Madison Univ,Sci Res Publishing",,Customer Service Life Cycle(CSLC); Web functionalities; E-satisfaction; E-commerce,,"This paper examines how combinations of Web functionalities impact the relative importance of the stages of the Customer Service Life Cycle (CSLC) in determining customer satisfaction. Results of regressions indicate that customers consider Web functionality support for the pre-purchase stages of the CSLC to be most important, with the requirements stage or acquisition stage consistently being first in importance. By considering the products sold online, organizations can invest their resources to build Web functionalities that incorporate values, culture, and processes to increase customer satisfaction with the Web site and influence firm performance.","[Pan, Jing] Hunan Univ, Sch Management, Changsha 410082, Hunan, Peoples R China; [Pan, Jing; Yi, Ming] Hunan Univ, Sch Econ & Trade, Changsha 410079, Hunan, Peoples R China",Hunan University; Hunan University,"Pan, J (通讯作者)，Hunan Univ, Sch Management, Changsha 410082, Hunan, Peoples R China.",panjingnancy@163.com; yimingpina@live.cn,,,,,,,8,0,0,0,5,"SCI RES PUBL, INC-SRP",IRVIN,"5005 PASEO SEGOVIA, IRVIN, CA 92603-3334 USA",,,978-1-935068-18-1,,,,2010,,,,,,,716,+,,,,,,2,"Business; Computer Science, Information Systems; Computer Science, Theory & Methods; Economics; Management; Operations Research & Management Science",Conference Proceedings Citation Index - Science (CPCI-S); Conference Proceedings Citation Index - Social Science & Humanities (CPCI-SSH),Business & Economics; Computer Science; Operations Research & Management Science,BUL01,,,,,2024-03-09,WOS:000289700200166,0
C,"Qiao, S; Yao, T",,,WBM ORG COMM,"Qiao, Shi; Yao, Tang",,,Customer Participation in Network Environment: Literature Review,"CONFERENCE ON WEB BASED BUSINESS MANAGEMENT, VOLS 1-2",,,Chinese,Proceedings Paper,1st Conference on Web Based Business Management,"SEP 24-25, 2010","Chengdu, PEOPLES R CHINA","Zhejiang Univ,Wuhan Univ,James Madison Univ,Sci Res Publishing",,customer participation; network environment; interaction; value,DOMINANT LOGIC; CONSEQUENCES; ANTECEDENTS,"With the development of information technology and the expansion of consumers' knowledge base, more and more customers have developed awareness, knowledge and abilities to participate in the production process of product or service. At the same time, the emergence of Web 3.0 witnesses the new era of co-creation. Although research in customer participation has been developing, very little has been conduct to explore or examine customer participation in network context. This article provides a synthesizing overview of the past 20 years of research on this subject in terms of five facets: concept, forms, motives, influences, and how to manage. It also discusses the limitation of present research and direction for further research.","[Qiao, Shi] Tianjin Univ Finance & Econ, Dept Mkt, Tianjin, Peoples R China; [Yao, Tang] Nankai Univ, Dept Mkt, Tianjin, Peoples R China",Tianjin University of Finance & Economics; Nankai University,"Qiao, S (通讯作者)，Tianjin Univ Finance & Econ, Dept Mkt, Tianjin, Peoples R China.",chiaotalk@yahoo.com.cn; flyingflag@126.com,,,,,,,13,0,0,0,8,"SCI RES PUBL, INC-SRP",IRVIN,"5005 PASEO SEGOVIA, IRVIN, CA 92603-3334 USA",,,978-1-935068-18-1,,,,2010,,,,,,,409,+,,,,,,2,"Business; Computer Science, Information Systems; Computer Science, Theory & Methods; Economics; Management; Operations Research & Management Science",Conference Proceedings Citation Index - Science (CPCI-S); Conference Proceedings Citation Index - Social Science & Humanities (CPCI-SSH),Business & Economics; Computer Science; Operations Research & Management Science,BUL01,,,,,2024-03-09,WOS:000289700200096,0
C,"Teng, XL",,,WBM ORG COMM,"Teng, Xingle",,,Problems and Countermeasures in the Network Advertisement of China,"CONFERENCE ON WEB BASED BUSINESS MANAGEMENT, VOLS 1-2",,,Chinese,Proceedings Paper,1st Confeence on Web Based Business Management,"SEP 24-25, 2010","Chengdu, PEOPLES R CHINA","Zhejiang Univ,Wuhan Univ,James Madison Univ,Sci Res Publishing",,network advertisement; trade; countermeasure,,"This paper describes and analyses the state of development of network advertisement. Firstly, this paper describes the background of the thesis and the theory of the situation at home and abroad. In the second part the papers, by analyzing the domestic authority of the data, describes the development of the advertising industry. In the third part, the thesis discusses the problems of network advertisement that restrict itself to ward a healthy, orderly direction of development. Finally, views and suggestions were proposed for the future development of network advertisement.","[Teng, Xingle] Shandong Univ Technol, Sch Management, Zibo 255049, Peoples R China",Shandong University of Technology,,tengxingle@sina.com,,,,,,,7,0,0,1,2,"SCI RES PUBL, INC-SRP",IRVIN,"5005 PASEO SEGOVIA, IRVIN, CA 92603-3334 USA",,,978-1-935068-18-1,,,,2010,,,,,,,405,408,,,,,,4,"Business; Computer Science, Information Systems; Computer Science, Theory & Methods; Economics; Management; Operations Research & Management Science",Conference Proceedings Citation Index - Science (CPCI-S); Conference Proceedings Citation Index - Social Science & Humanities (CPCI-SSH),Business & Economics; Computer Science; Operations Research & Management Science,BUL01,,,,,2024-03-09,WOS:000289700200095,0
C,"Wang, L",,,WBM ORG COMM,"Wang, Lin",,,Analysis on the Business Models of the China's Real Estate Intermediaries,"CONFERENCE ON WEB BASED BUSINESS MANAGEMENT, VOLS 1-2",,,English,Proceedings Paper,1st Confeence on Web Based Business Management,"SEP 24-25, 2010","Chengdu, PEOPLES R CHINA","Zhejiang Univ,Wuhan Univ,James Madison Univ,Sci Res Publishing",,business models; real estate agency; chain operation,,"China has stopped welfare housing distribution since 1998 and house has become a commodity. The real estate industry has made unprecedented development in China. Along with the rapid development and maturity of the first-hand housing market, the proportion of the second-hand housing transactions, which will become the protagonist in China real estate market, is rapidly rising in the major cities of the country. However, such problems as small-scale, low-quality employees, single business and short lifecycle still exist in real estate intermediaries which are faced with a serious crisis of credit and survival. In addition, few researches on China's real estate intermediaries can be found. This article makes an analysis on the characteristics and status quo of the four business models mainly adopted by China's real estate intermediaries, with focus on the development of the Century 21 and China's local real estate intermediaries. Then based on the theory of chain-store operations and marketing, it points out that the business model combining regular chain and franchise chain will be the best choice for China's real estate intermediaries in their sustainable development.","[Wang, Lin] Zhengzhou Inst Aeronaut Ind Management, Zhengzhou, Peoples R China",,,Wanglin0903@yahoo.com.cn,,,,,,,2,0,0,0,3,"SCI RES PUBL, INC-SRP",IRVIN,"5005 PASEO SEGOVIA, IRVIN, CA 92603-3334 USA",,,978-1-935068-18-1,,,,2010,,,,,,,367,370,,,,,,4,"Business; Computer Science, Information Systems; Computer Science, Theory & Methods; Economics; Management; Operations Research & Management Science",Conference Proceedings Citation Index - Science (CPCI-S); Conference Proceedings Citation Index - Social Science & Humanities (CPCI-SSH),Business & Economics; Computer Science; Operations Research & Management Science,BUL01,,,,,2024-03-09,WOS:000289700200086,0
C,"Yong, Q",,,WBM ORG COMM,"Yong, Qin",,,Research in University Students' Acquaintance in Using Methods and Capability of the Path Appliance,"CONFERENCE ON WEB BASED BUSINESS MANAGEMENT, VOLS 1-2",,,Chinese,Proceedings Paper,1st Confeence on Web Based Business Management,"SEP 24-25, 2010","Chengdu, PEOPLES R CHINA","Zhejiang Univ,Wuhan Univ,James Madison Univ,Sci Res Publishing",,University students; path appliance; methods and capability,,"To understand university students' understanding of the using methods and capability of the path appliance, this research sample survey the students in the universities which have set up path exercising appliances. The results show that students don't fully understand the National Fitness Project; most students don't know much about using methods and capability of the path exercising appliance. Holding path exercising lecture is a good way to understand the using methods and capability of the path exercising appliance, the university should give more publicity of National Fitness Project and increase ways of students' exercising methods.","[Yong, Qin] Zhongyuan Univ Technol, PE Dept, Zhengzhou 450007, Henan, Peoples R China",Zhongyuan University of Technology,,magic_5331@msn.com,,,,,,,5,0,0,0,0,"SCI RES PUBL, INC-SRP",IRVIN,"5005 PASEO SEGOVIA, IRVIN, CA 92603-3334 USA",,,978-1-935068-18-1,,,,2010,,,,,,,579,582,,,,,,4,"Business; Computer Science, Information Systems; Computer Science, Theory & Methods; Economics; Management; Operations Research & Management Science",Conference Proceedings Citation Index - Science (CPCI-S); Conference Proceedings Citation Index - Social Science & Humanities (CPCI-SSH),Business & Economics; Computer Science; Operations Research & Management Science,BUL01,,,,,2024-03-09,WOS:000289700200134,0
C,"Arshad, NH; Mohamed, A; Mansor, R",,"Mastorakis, NE; Croitoru, A; Balas, VE; Son, E; Mladenov, V",,"Arshad, Noor Habibah; Mohamed, Azlinah; Mansor, Ruzaidah",,,The Effects of Implementing Organizational Structural and Risk Management Strategies in Information System Projects,MICBE '09: PROCEEDINGS OF THE 10TH WSEAS INTERNATIONAL CONFERENCE ON MATHEMATICS AND COMPUTERS IN BUSINESS AND ECONOMICS,Recent Advances in Computer Engineering,,English,Proceedings Paper,10th WSEAS International Conference on Mathematics and Computers in Business and Economics,"MAR 23-25, 2009","Prague, CZECH REPUBLIC",WSEAS,,Information System; Risk Management; Best Practices; Organizational Structural,,"The Government of Malaysia launched the Public Sector Information and Communications Technology (ICT) Strategic Plan in 2000 to ensure that the various ICT initiatives undertaken by Government agencies are in line with the Public Sector ICT vision. In assisting and supporting the Malaysian Government, Malaysian Administrative Modernization and Management Planning Unit (MAMPU) has initiated to develop the Malaysian Public Sector risk management practices in ICT security to ensure the integrity of government information and assets in providing efficient and effective services to all citizens. Therefore, the aim of this study is to explore the risk management best practices in Information System (IS) projects in Malaysian Information Technology (IT) industry particularly on organization structural strategies. The primary data for this research was collected by means of an interview conducted at eleven private and public organizations in Malaysia. The findings from this research showed that with the organizational structural and risk management strategies, it aligns the organization strategies, technology and knowledge. Furthermore, the establishment of risk management practices is a strategic mechanism in managing and controlling IS project risk. In addition, with risk management practices, risk, uncertainty and the potential impact of failure could be acknowledged and dealt with forthrightly, not ignored or hidden. Failure to make decisions based on risk can damage the project - often invisibly until it is too late.","[Arshad, Noor Habibah; Mohamed, Azlinah; Mansor, Ruzaidah] Univ Teknol MARA, Fac Informat Technol & Quantitat Sci, Shah Alam 40800, Selangor, Malaysia",Universiti Teknologi MARA,"Arshad, NH (通讯作者)，Univ Teknol MARA, Fac Informat Technol & Quantitat Sci, Shah Alam 40800, Selangor, Malaysia.",habibah@tmsk.uitm.edu.my; azlinah@tmsk.uitm.edu.my,"Mohamed, Azlinah/R-4430-2019",,,,,,16,2,2,0,4,WORLD SCIENTIFIC AND ENGINEERING ACAD AND SOC,ATHENS,"AG LOANNOU THEOLOGOU 17-23, 15773 ZOGRAPHOU, ATHENS, GREECE",1790-5109,,978-960-474-063-5,REC ADV COMPUT ENG,,,2009,,,,,,,129,+,,,,,,2,"Business; Computer Science, Artificial Intelligence; Computer Science, Information Systems; Computer Science, Theory & Methods; Economics; Management",Conference Proceedings Citation Index - Science (CPCI-S); Conference Proceedings Citation Index - Social Science & Humanities (CPCI-SSH),Business & Economics; Computer Science,BJF13,,,,,2024-03-09,WOS:000265381900021,0
C,"Chen, JM",,,WBM ORG COMM,"Chen, JianMei",,,Based on E-government to Build Service-oriented Government Management Model,"CONFERENCE ON WEB BASED BUSINESS MANAGEMENT, VOLS 1-2",,,English,Proceedings Paper,1st Confeence on Web Based Business Management,"SEP 24-25, 2010","Chengdu, PEOPLES R CHINA","Zhejiang Univ,Wuhan Univ,James Madison Univ,Sci Res Publishing",,e-government; service-oriented government; management model,,"The inherent coupling of China's E-government and service-oriented government, for service-oriented government, by means of the modern information and communication technology, e-governance has shortened the distance between citizens and governments to make government functions more inclined to provide services for citizens, to build service-oriented government administration model has practical significance. In this paper, we define the meaning of service-oriented government to analysis of interaction between E-government and service-oriented government. Pointed out that the service-oriented government is a new management model of government: Based on E-government, we propose the way to build a public-centric service-oriented government management.","[Chen, JianMei] Harbin Univ Commerce Haerbin, Sch Finance & Publ Adm, Harbin, Peoples R China",Harbin University of Commerce,,cjm13359721088@sina.com,,,,,,,5,0,0,1,3,"SCI RES PUBL, INC-SRP",IRVIN,"5005 PASEO SEGOVIA, IRVIN, CA 92603-3334 USA",,,978-1-935068-18-1,,,,2010,,,,,,,776,780,,,,,,5,"Business; Computer Science, Information Systems; Computer Science, Theory & Methods; Economics; Management; Operations Research & Management Science",Conference Proceedings Citation Index - Science (CPCI-S); Conference Proceedings Citation Index - Social Science & Humanities (CPCI-SSH),Business & Economics; Computer Science; Operations Research & Management Science,BUL01,,,,,2024-03-09,WOS:000289700200180,0
C,"Li, P",,,WBM ORG COMM,"Li, Ping",,,The Application of Network Coding in P2P Streammeida Technology,"CONFERENCE ON WEB BASED BUSINESS MANAGEMENT, VOLS 1-2",,,Chinese,Proceedings Paper,1st Conference on Web Based Business Management,"SEP 24-25, 2010","Chengdu, PEOPLES R CHINA","Zhejiang Univ,Wuhan Univ,James Madison Univ,Sci Res Publishing",,P2P; Network coding; streammeida,,"As a new technology, network coding has very wide application in many fields. This paper proposes a P2P streaming media transfer algorithm using network coding technology, which depart the data layers and using the network coding technology to encode the data. Receiver port controls the transmission of data layers according the bandwidth situation and takes the strategy of playing while transmitting to improve the quality and the continuity of streaming media data. Test results obtained by simulation shows that when the seeds leave the system early and Peers arrive and depart frequently, it get a directly perceived of network coding which improve the downloads Peed and the robustness.","[Li, Ping] Chengdu Neusoft Inst Informat, Dept Name Org, Chengdu, Peoples R China",,,li-p@neusoft.com,,,,,,,8,0,0,0,2,"SCI RES PUBL, INC-SRP",IRVIN,"5005 PASEO SEGOVIA, IRVIN, CA 92603-3334 USA",,,978-1-935068-18-1,,,,2010,,,,,,,1213,1216,,,,,,4,"Business; Computer Science, Information Systems; Computer Science, Theory & Methods; Economics; Management; Operations Research & Management Science",Conference Proceedings Citation Index - Science (CPCI-S); Conference Proceedings Citation Index - Social Science & Humanities (CPCI-SSH),Business & Economics; Computer Science; Operations Research & Management Science,BUL01,,,,,2024-03-09,WOS:000289700200277,0
